obs_id;Level;Object;constraint_string;op_type;dictionary;data_object;template;left_op;right_op;support;nat_lang_template;label_based_generality;object_based_generality;name_based_generality;individual_relevance_scores;semantic_based_relevance;fitted_obs_id;relevance_score;log_label_left;log_label_right;violation;num_violations
b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged task web demo_Object_activity logged task questionnaire;Activity;;Alternate Succession[activity logged task web demo, activity logged task questionnaire] | | |;Binary;set();set();Alternate Precedence;activity logged task web demo;activity logged task questionnaire;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.4357583125432333;0.8265458407501379;0.0;{'activity logged task web demo': 0.5057643055915833, 'activity logged task questionnaire': 0.5502148270606995};0.5279895663261414;b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged task web demo_Object_activity logged task questionnaire;0.5151906096935273;['Activity logged: Task (Web Demo)'];['Activity logged: Task (Questionnaire)'];b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged task web demo_Object_activity logged task questionnaire;63
b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged task web demo_Object_activity logged task demo preparation;Activity;;Alternate Succession[activity logged task web demo, activity logged task demo preparation] | | |;Binary;set();set();Alternate Precedence;activity logged task web demo;activity logged task demo preparation;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.4357583125432333;0.8265458407501379;0.0;{'activity logged task web demo': 0.5057643055915833, 'activity logged task demo preparation': 0.550890326499939};0.5283273160457611;b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged task web demo_Object_activity logged task demo preparation;0.515494584441185;['Activity logged: Task (Web Demo)'];['Activity logged: Task (Demo Preparation)'];b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged task web demo_Object_activity logged task demo preparation;86
b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged task web demo_Object_activity logged task discovery qualification;Activity;;Alternate Succession[activity logged task web demo, activity logged task discovery qualification] | | |;Binary;set();set();Alternate Precedence;activity logged task web demo;activity logged task discovery qualification;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.4357583125432333;0.8265458407501379;0.0;{'activity logged task web demo': 0.5057643055915833, 'activity logged task discovery qualification': 0.533447265625};0.5196057856082916;b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged task web demo_Object_activity logged task discovery qualification;0.5076452070474625;['Activity logged: Task (Web Demo)'];['Activity logged: Task (Discovery / Qualification)'];b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged task web demo_Object_activity logged task discovery qualification;63
b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged task web demo_Object_activity logged task poc;Activity;;Alternate Succession[activity logged task web demo, activity logged task poc] | | |;Binary;set();set();Alternate Precedence;activity logged task web demo;activity logged task poc;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.4357583125432333;0.8265458407501379;0.0;{'activity logged task web demo': 0.5057643055915833, 'activity logged task poc': 0.5317460894584656};0.5187551975250244;b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged task web demo_Object_activity logged task poc;0.506879677772522;['Activity logged: Task (Web Demo)'];['Activity logged: Task (POC)'];b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged task web demo_Object_activity logged task poc;33
b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged task web demo_Object_activity logged task training;Activity;;Alternate Succession[activity logged task web demo, activity logged task training] | | |;Binary;set();set();Alternate Precedence;activity logged task web demo;activity logged task training;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.4357583125432333;0.8265458407501379;0.0;{'activity logged task web demo': 0.5057643055915833, 'activity logged task training': 0.5258381962776184};0.5158012509346008;b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged task web demo_Object_activity logged task training;0.5042211258411408;['Activity logged: Task (Web Demo)'];['Activity logged: Task (Training)'];b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged task web demo_Object_activity logged task training;27
b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged task training_Object_activity logged task call;Activity;;Alternate Succession[activity logged task training, activity logged task call] | | |;Binary;set();set();Alternate Precedence;activity logged task training;activity logged task call;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.4357583125432333;0.8265458407501379;0.0;{'activity logged task training': 0.5133259892463684, 'activity logged task call': 0.5197871327400208};0.5165565609931946;b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged task training_Object_activity logged task call;0.5049009048938752;['Activity logged: Task (Training)'];['Activity logged: Task (Call)'];b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged task training_Object_activity logged task call;934
b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged task training_Object_activity logged task questionnaire;Activity;;Alternate Succession[activity logged task training, activity logged task questionnaire] | | |;Binary;set();set();Alternate Precedence;activity logged task training;activity logged task questionnaire;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.4357583125432333;0.8265458407501379;0.0;{'activity logged task training': 0.5133259892463684, 'activity logged task questionnaire': 0.5502148270606995};0.5317704081535339;b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged task training_Object_activity logged task questionnaire;0.5185933673381805;['Activity logged: Task (Training)'];['Activity logged: Task (Questionnaire)'];b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged task training_Object_activity logged task questionnaire;41
b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged task training_Object_activity logged task demo preparation;Activity;;Alternate Succession[activity logged task training, activity logged task demo preparation] | | |;Binary;set();set();Alternate Precedence;activity logged task training;activity logged task demo preparation;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.4357583125432333;0.8265458407501379;0.0;{'activity logged task training': 0.5133259892463684, 'activity logged task demo preparation': 0.550890326499939};0.5321081578731537;b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged task training_Object_activity logged task demo preparation;0.5188973420858384;['Activity logged: Task (Training)'];['Activity logged: Task (Demo Preparation)'];b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged task training_Object_activity logged task demo preparation;62
b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged task training_Object_activity logged task discovery qualification;Activity;;Alternate Succession[activity logged task training, activity logged task discovery qualification] | | |;Binary;set();set();Alternate Precedence;activity logged task training;activity logged task discovery qualification;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.4357583125432333;0.8265458407501379;0.0;{'activity logged task training': 0.5133259892463684, 'activity logged task discovery qualification': 0.533447265625};0.5233866274356842;b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged task training_Object_activity logged task discovery qualification;0.5110479646921158;['Activity logged: Task (Training)'];['Activity logged: Task (Discovery / Qualification)'];b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged task training_Object_activity logged task discovery qualification;44
b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged task training_Object_activity logged task poc;Activity;;Alternate Succession[activity logged task training, activity logged task poc] | | |;Binary;set();set();Alternate Precedence;activity logged task training;activity logged task poc;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.4357583125432333;0.8265458407501379;0.0;{'activity logged task training': 0.5133259892463684, 'activity logged task poc': 0.5317460894584656};0.522536039352417;b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged task training_Object_activity logged task poc;0.5102824354171753;['Activity logged: Task (Training)'];['Activity logged: Task (POC)'];b2039373-a3e5-49db-a368-9f5ec9dd0d8e_Object_activity logged task training_Object_activity logged task poc;12
b52cb7a4-dae9-4bea-9c60-5fe8226b6323_Object_opportunity close date updated_Object_opportunity closed lost;Activity;;Succession[opportunity close date updated, undo opportunity close date updated] | | |;Binary;set();set();Precedence;opportunity close date updated;opportunity closed lost;3;{1} occurs if and only if it is followed by {2};0.6499201610684395;0.7510331194847822;0.0;{'opportunity close date updated': 0.5679198503494263, 'opportunity closed lost': 0.5061600804328918};0.5370399653911591;b52cb7a4-dae9-4bea-9c60-5fe8226b6323_Object_opportunity close date updated_Object_opportunity closed lost;0.5133359688520431;['Opportunity close date updated'];['Opportunity closed (lost)'];b52cb7a4-dae9-4bea-9c60-5fe8226b6323_Object_opportunity close date updated_Object_opportunity closed lost;6196
7ac687cf-1ede-4c49-ac42-542503790bba_Object_opportunity close date updated_Object_opportunity closed lost;Activity;;Alternate Succession[opportunity close date updated, undo opportunity close date updated] | | |;Binary;set();set();Alternate Response;opportunity close date updated;opportunity closed lost;3;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.7069023946921031;0.8381647986670335;0.0;{'opportunity close date updated': 0.5679198503494263, 'opportunity closed lost': 0.5061600804328918};0.5370399653911591;7ac687cf-1ede-4c49-ac42-542503790bba_Object_opportunity close date updated_Object_opportunity closed lost;0.5133359688520431;['Opportunity close date updated'];['Opportunity closed (lost)'];7ac687cf-1ede-4c49-ac42-542503790bba_Object_opportunity close date updated_Object_opportunity closed lost;6196
fe839a45-e7bd-4245-8e66-e9fa97004cae_Object_remove quote_Object_create quote;Activity;;Succession[remove quote, create quote] | | |;Binary;set();set();Response;remove quote;create quote;4;{1} occurs if and only if it is followed by {2};0.9513613507151604;0.19459784030914307;0.0;{'remove quote': 0.5375908613204956, 'create quote': 0.5839478969573975};0.5607693791389465;fe839a45-e7bd-4245-8e66-e9fa97004cae_Object_remove quote_Object_create quote;0.5446924412250519;['Remove Quote'];['Create Quote'];fe839a45-e7bd-4245-8e66-e9fa97004cae_Object_remove quote_Object_create quote;4631
4a96c64a-2e80-4361-b2c6-19cf86d93d06_Object_remove quote_Object_create quote;Activity;;Alternate Succession[remove quote, create quote] | | |;Binary;set();set();Alternate Response;remove quote;create quote;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.9513613507151604;0.9669068865478039;0.0;{'remove quote': 0.5358172059059143, 'create quote': 0.5477505922317505};0.5417838990688324;4a96c64a-2e80-4361-b2c6-19cf86d93d06_Object_remove quote_Object_create quote;0.5276055091619491;['Remove Quote'];['Create Quote'];4a96c64a-2e80-4361-b2c6-19cf86d93d06_Object_remove quote_Object_create quote;4631
42c63dcd-82f8-4b06-81b8-d2c55cd40b41_Object_lead status updated to submitted_Object_approve quote;Activity;;Alternate Succession[lead status updated to submitted, approve quote] | | |;Binary;{'2b96ddda071d47189f1a2c70b4dec88c', '7dfa1949b17849f596fb8d8047b7f08e'};set();Alternate Response;lead status updated to submitted;approve quote;2;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.750451243792971;0.876206064169916;0.0;{'lead status updated to submitted': 0.5045338869094849, 'approve quote': 0.5703812837600708};0.5374575853347778;42c63dcd-82f8-4b06-81b8-d2c55cd40b41_Object_lead status updated to submitted_Object_approve quote;0.5037118268013;['Lead Status updated to: Submitted'];['Approve Quote'];42c63dcd-82f8-4b06-81b8-d2c55cd40b41_Object_lead status updated to submitted_Object_approve quote;3749
15dbaa0e-5d5b-4a9a-b37f-e5510023b277_Object_lead status updated to submitted_Object_approve quote;Activity;;Succession[lead status updated to submitted, approve quote] | | |;Binary;{'2b96ddda071d47189f1a2c70b4dec88c', '7dfa1949b17849f596fb8d8047b7f08e'};set();Precedence;lead status updated to submitted;approve quote;2;{1} occurs if and only if it is followed by {2};0.6004240115483601;0.7166692266861598;0.0;{'lead status updated to submitted': 0.5045338869094849, 'approve quote': 0.5703812837600708};0.5374575853347778;15dbaa0e-5d5b-4a9a-b37f-e5510023b277_Object_lead status updated to submitted_Object_approve quote;0.5037118268013;['Lead Status updated to: Submitted'];['Approve Quote'];15dbaa0e-5d5b-4a9a-b37f-e5510023b277_Object_lead status updated to submitted_Object_approve quote;3749
0bfa3765-99f5-4045-a542-c517fca83938_Object_quote approval process started_Object_approve quote;Activity;;Alternate Succession[quote approval process started, approve quote] | | |;Binary;{'e624f9901af44a559d59ee9ffe9180d2', '8a04138cc1d842fabcadc7a9f600a6e2'};set();Alternate Response;quote approval process started;approve quote;2;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.7484041452407837;0.6276364177465439;0.0;{'quote approval process started': 0.5345129370689392, 'approve quote': 0.5356518626213074};0.5350823998451233;0bfa3765-99f5-4045-a542-c517fca83938_Object_quote approval process started_Object_approve quote;0.5015741598606109;['Quote Approval process started'];['Approve Quote'];0bfa3765-99f5-4045-a542-c517fca83938_Object_quote approval process started_Object_approve quote;1454
61c177ee-80a1-4a49-9940-66b848cbc3cb_Object_quote approval process started_Object_approve quote;Activity;;Succession[quote approval process started, approve quote] | | |;Binary;{'e624f9901af44a559d59ee9ffe9180d2', '8a04138cc1d842fabcadc7a9f600a6e2'};set();Precedence;quote approval process started;approve quote;2;{1} occurs if and only if it is followed by {2};0.7555820563187202;0.9085148428566754;0.0;{'quote approval process started': 0.5345129370689392, 'approve quote': 0.5356518626213074};0.5350823998451233;61c177ee-80a1-4a49-9940-66b848cbc3cb_Object_quote approval process started_Object_approve quote;0.5015741598606109;['Quote Approval process started'];['Approve Quote'];61c177ee-80a1-4a49-9940-66b848cbc3cb_Object_quote approval process started_Object_approve quote;27
8bfca40b-1a2a-4f99-aad2-c7afc770a78a_Object_activity logged task questionnaire;Object;activity logged task questionnaire;Alternate Succession[create, send] | | |;Binary;{'6ebf798d26c54246bf796d8dae1f8a33', '527e8b8645d6428b9b5c1ac351fe7264'};set();Alternate Precedence;create;send;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.8066874104302509;0.8333411786838302;0.0;{'activity logged task questionnaire': 0.5565252304077148};0.5565252304077148;8bfca40b-1a2a-4f99-aad2-c7afc770a78a_Object_activity logged task questionnaire;0.5011149847745751;[];[];8bfca40b-1a2a-4f99-aad2-c7afc770a78a_Object_activity logged task questionnaire;147
6f8afef1-2a7a-4a00-ad31-ebce1141d168_Object_activity logged task questionnaire;Object;activity logged task questionnaire;Succession[create, send] | | |;Binary;{'6ebf798d26c54246bf796d8dae1f8a33', '527e8b8645d6428b9b5c1ac351fe7264'};set();Precedence;create;send;4;{1} occurs if and only if it is followed by {2};0.7881544867497203;0.8743003464769572;0.0;{'activity logged task questionnaire': 0.5565252304077148};0.5565252304077148;6f8afef1-2a7a-4a00-ad31-ebce1141d168_Object_activity logged task questionnaire;0.5011149847745751;[];[];6f8afef1-2a7a-4a00-ad31-ebce1141d168_Object_activity logged task questionnaire;147
967961f0-7292-4a8e-bf91-0717e29b1cf4_Object_opportunity account_Object_partner;Multi-object;;Succession[opportunity account, partner] | | |;Binary;set();set();Precedence;opportunity account;partner;3;{1} occurs if and only if it is followed by {2};0.8291587407390276;0.8366285540163517;0.0;{'opportunity account': 0.5381675362586975, 'partner': 0.5344641208648682};0.5363158285617828;967961f0-7292-4a8e-bf91-0717e29b1cf4_Object_opportunity account_Object_partner;0.5255413885627475;['Opportunity Account updated'];['Partner added'];967961f0-7292-4a8e-bf91-0717e29b1cf4_Object_opportunity account_Object_partner;2017
fd99e62e-7d31-4209-b204-00639d38e6a0_Object_opportunity account_Object_partner;Multi-object;;Alternate Succession[opportunity account, partner] | | |;Binary;set();set();Alternate Precedence;opportunity account;partner;3;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.6781456942359607;0.8306788893416523;0.0;{'opportunity account': 0.5381675362586975, 'partner': 0.5344641208648682};0.5363158285617828;fd99e62e-7d31-4209-b204-00639d38e6a0_Object_opportunity account_Object_partner;0.5255413885627475;['Opportunity Account updated'];['Partner added'];fd99e62e-7d31-4209-b204-00639d38e6a0_Object_opportunity account_Object_partner;2027
43b9a24d-2f31-44da-a2ce-c7bc6f0706fc_Object_opportunity account_Object_customer contact role added contract;Multi-object;;Alternate Succession[opportunity account, customer contact role added contract] | | |;Binary;set();set();Alternate Response;opportunity account;customer contact role added contract;6;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.6577087144056957;0.6891455624873439;0.0;{'opportunity account': 0.556143045425415, 'customer contact role added contract': 0.534748375415802};0.5454457104206085;43b9a24d-2f31-44da-a2ce-c7bc6f0706fc_Object_opportunity account_Object_customer contact role added contract;0.5766154250928334;['Opportunity Account updated'];['Customer contact role added: Contract Confirmation'];43b9a24d-2f31-44da-a2ce-c7bc6f0706fc_Object_opportunity account_Object_customer contact role added contract;2386
fe05789f-c79c-4083-a8c5-75266a67421a_Object_opportunity account_Object_customer contact role added contract;Multi-object;;Succession[opportunity account, customer contact role added contract] | | |;Binary;set();set();Response;opportunity account;customer contact role added contract;6;{1} occurs if and only if it is followed by {2};0.6577087144056957;0.6887776695103163;0.0;{'opportunity account': 0.556143045425415, 'customer contact role added contract': 0.534748375415802};0.5454457104206085;fe05789f-c79c-4083-a8c5-75266a67421a_Object_opportunity account_Object_customer contact role added contract;0.5766154250928334;['Opportunity Account updated'];['Customer contact role added: Contract Confirmation'];fe05789f-c79c-4083-a8c5-75266a67421a_Object_opportunity account_Object_customer contact role added contract;2365
1e03399b-46df-41f0-8557-31322a73b937_Object_activity logged task_Object_activity logged task discovery qualification;Multi-object;;Succession[activity logged task, activity logged activity logged task discovery qualification] | | |;Binary;set();set();Precedence;activity logged task;activity logged task discovery qualification;4;{1} occurs if and only if it is followed by {2};0.7086692328254383;0.801366081372613;0.0;{'activity logged task': 0.5570749044418335, 'activity logged task discovery qualification': 0.537532389163971};0.5473036468029022;1e03399b-46df-41f0-8557-31322a73b937_Object_activity logged task_Object_activity logged task discovery qualification;0.5497161392654691;['Activity logged: Task', 'Activity logged: Task (Call)', 'Activity logged: Task (Sent Email)', 'Activity logged: Task (On-Site Demo / Meeting)', 'Activity logged: Task (Training)'];['Activity logged: Task (Discovery / Qualification)'];1e03399b-46df-41f0-8557-31322a73b937_Object_activity logged task_Object_activity logged task discovery qualification;9228
1e03399b-46df-41f0-8557-31322a73b937_Object_activity logged task_Object_status updated;Multi-object;;Succession[activity logged task, activity logged status updated] | | |;Binary;set();set();Precedence;activity logged task;status updated;4;{1} occurs if and only if it is followed by {2};0.7086692328254383;0.801366081372613;0.0;{'activity logged task': 0.5570749044418335, 'status updated': 0.5536811351776123};0.5553780198097229;1e03399b-46df-41f0-8557-31322a73b937_Object_activity logged task_Object_status updated;0.5569830749716077;['Activity logged: Task', 'Activity logged: Task (Call)', 'Activity logged: Task (Sent Email)', 'Activity logged: Task (On-Site Demo / Meeting)', 'Activity logged: Task (Training)'];['Lead Status updated to: Qualified'];1e03399b-46df-41f0-8557-31322a73b937_Object_activity logged task_Object_status updated;9228
1e03399b-46df-41f0-8557-31322a73b937_Object_activity logged task_Object_activity logged task standard online;Multi-object;;Succession[activity logged task, activity logged activity logged task standard online] | | |;Binary;set();set();Precedence;activity logged task;activity logged task standard online;4;{1} occurs if and only if it is followed by {2};0.7086692328254383;0.801366081372613;0.0;{'activity logged task': 0.5570749044418335, 'activity logged task standard online': 0.5508215427398682};0.5539482235908508;1e03399b-46df-41f0-8557-31322a73b937_Object_activity logged task_Object_activity logged task standard online;0.5556962583746229;['Activity logged: Task', 'Activity logged: Task (Call)', 'Activity logged: Task (Sent Email)', 'Activity logged: Task (On-Site Demo / Meeting)', 'Activity logged: Task (Training)'];['Activity logged: Task (Standard Online Demo)'];1e03399b-46df-41f0-8557-31322a73b937_Object_activity logged task_Object_activity logged task standard online;9228
1e03399b-46df-41f0-8557-31322a73b937_Object_activity logged task_Object_activity logged task web;Multi-object;;Succession[activity logged task, activity logged activity logged task web] | | |;Binary;set();set();Precedence;activity logged task;activity logged task web;4;{1} occurs if and only if it is followed by {2};0.7086692328254383;0.801366081372613;0.0;{'activity logged task': 0.5570749044418335, 'activity logged task web': 0.5719266533851624};0.5645007789134979;1e03399b-46df-41f0-8557-31322a73b937_Object_activity logged task_Object_activity logged task web;0.5651935581650053;['Activity logged: Task', 'Activity logged: Task (Call)', 'Activity logged: Task (Sent Email)', 'Activity logged: Task (On-Site Demo / Meeting)', 'Activity logged: Task (Training)'];['Activity logged: Task (Web Demo)'];1e03399b-46df-41f0-8557-31322a73b937_Object_activity logged task_Object_activity logged task web;9228
1e03399b-46df-41f0-8557-31322a73b937_Object_activity logged task_Object_status;Multi-object;;Succession[activity logged task, activity logged status] | | |;Binary;set();set();Precedence;activity logged task;status;4;{1} occurs if and only if it is followed by {2};0.7086692328254383;0.801366081372613;0.0;{'activity logged task': 0.5570749044418335, 'status': 0.6595102548599243};0.6082925796508789;1e03399b-46df-41f0-8557-31322a73b937_Object_activity logged task_Object_status;0.6046061788286482;['Activity logged: Task', 'Activity logged: Task (Call)', 'Activity logged: Task (Sent Email)', 'Activity logged: Task (On-Site Demo / Meeting)', 'Activity logged: Task (Training)'];['Lead Status updated to: Archived', 'Lead Status updated to: Working', 'Lead Status updated to: New', 'Lead Status updated to: Nurturing', 'Lead Status updated to: Submitted'];1e03399b-46df-41f0-8557-31322a73b937_Object_activity logged task_Object_status;9228
1e03399b-46df-41f0-8557-31322a73b937_Object_activity logged task_Object_activity logged task questionnaire;Multi-object;;Succession[activity logged task, activity logged activity logged task questionnaire] | | |;Binary;set();set();Precedence;activity logged task;activity logged task questionnaire;4;{1} occurs if and only if it is followed by {2};0.7086692328254383;0.801366081372613;0.0;{'activity logged task': 0.5570749044418335, 'activity logged task questionnaire': 0.5623742938041687};0.5597245991230011;1e03399b-46df-41f0-8557-31322a73b937_Object_activity logged task_Object_activity logged task questionnaire;0.5608949963535582;['Activity logged: Task', 'Activity logged: Task (Call)', 'Activity logged: Task (Sent Email)', 'Activity logged: Task (On-Site Demo / Meeting)', 'Activity logged: Task (Training)'];['Activity logged: Task (Questionnaire)'];1e03399b-46df-41f0-8557-31322a73b937_Object_activity logged task_Object_activity logged task questionnaire;9228
1e03399b-46df-41f0-8557-31322a73b937_Object_activity_Object_activity logged task social;Multi-object;;Succession[activity, activity status] | | |;Binary;set();set();Precedence;activity;activity logged task social;4;{1} occurs if and only if it is followed by {2};0.7086692328254383;0.801366081372613;0.0;{'activity': 0.5555094480514526, 'activity logged task social': 0.5092136859893799};0.5323615670204163;1e03399b-46df-41f0-8557-31322a73b937_Object_activity_Object_activity logged task social;0.5362682674612318;['Activity logged: Task (POC)'];['Activity logged: Task (Social Connect)'];1e03399b-46df-41f0-8557-31322a73b937_Object_activity_Object_activity logged task social;9
1e03399b-46df-41f0-8557-31322a73b937_Object_activity logged task demo_Object_activity logged task social;Multi-object;;Succession[activity logged task demo, activity logged task demo status] | | |;Binary;set();set();Precedence;activity logged task demo;activity logged task social;4;{1} occurs if and only if it is followed by {2};0.7086692328254383;0.801366081372613;0.0;{'activity logged task demo': 0.5107148885726929, 'activity logged task social': 0.5092136859893799};0.5099642872810364;1e03399b-46df-41f0-8557-31322a73b937_Object_activity logged task demo_Object_activity logged task social;0.5161107156957899;['Activity logged: Task (Demo Preparation)'];['Activity logged: Task (Social Connect)'];1e03399b-46df-41f0-8557-31322a73b937_Object_activity logged task demo_Object_activity logged task social;62
7cf02973-bdeb-4841-b3c4-a482fc519e92_Object_activity logged task_Object_activity logged task social;Multi-object;;Alternate Succession[activity logged task, activity logged activity logged task social] | | |;Binary;set();set();Alternate Response;activity logged task;activity logged task social;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.7644854361812273;0.7829354219138622;0.0;{'activity logged task': 0.5570749044418335, 'activity logged task social': 0.5092136859893799};0.5331442952156067;7cf02973-bdeb-4841-b3c4-a482fc519e92_Object_activity logged task_Object_activity logged task social;0.5369727228369031;['Activity logged: Task', 'Activity logged: Task (Call)', 'Activity logged: Task (Sent Email)', 'Activity logged: Task (On-Site Demo / Meeting)', 'Activity logged: Task (Training)'];['Activity logged: Task (Social Connect)'];7cf02973-bdeb-4841-b3c4-a482fc519e92_Object_activity logged task_Object_activity logged task social;9228
7cf02973-bdeb-4841-b3c4-a482fc519e92_Object_activity logged task_Object_activity logged task discovery qualification;Multi-object;;Alternate Succession[activity logged task, activity logged activity logged task discovery qualification] | | |;Binary;set();set();Alternate Response;activity logged task;activity logged task discovery qualification;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.7644854361812273;0.7829354219138622;0.0;{'activity logged task': 0.5570749044418335, 'activity logged task discovery qualification': 0.537532389163971};0.5473036468029022;7cf02973-bdeb-4841-b3c4-a482fc519e92_Object_activity logged task_Object_activity logged task discovery qualification;0.5497161392654691;['Activity logged: Task', 'Activity logged: Task (Call)', 'Activity logged: Task (Sent Email)', 'Activity logged: Task (On-Site Demo / Meeting)', 'Activity logged: Task (Training)'];['Activity logged: Task (Discovery / Qualification)'];7cf02973-bdeb-4841-b3c4-a482fc519e92_Object_activity logged task_Object_activity logged task discovery qualification;9228
7cf02973-bdeb-4841-b3c4-a482fc519e92_Object_activity logged task_Object_status updated;Multi-object;;Alternate Succession[activity logged task, activity logged status updated] | | |;Binary;set();set();Alternate Response;activity logged task;status updated;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.7644854361812273;0.7829354219138622;0.0;{'activity logged task': 0.5570749044418335, 'status updated': 0.5536811351776123};0.5553780198097229;7cf02973-bdeb-4841-b3c4-a482fc519e92_Object_activity logged task_Object_status updated;0.5569830749716077;['Activity logged: Task', 'Activity logged: Task (Call)', 'Activity logged: Task (Sent Email)', 'Activity logged: Task (On-Site Demo / Meeting)', 'Activity logged: Task (Training)'];['Lead Status updated to: Qualified'];7cf02973-bdeb-4841-b3c4-a482fc519e92_Object_activity logged task_Object_status updated;9228
7cf02973-bdeb-4841-b3c4-a482fc519e92_Object_activity logged task_Object_activity logged task demo;Multi-object;;Alternate Succession[activity logged task, activity logged activity logged task demo] | | |;Binary;set();set();Alternate Response;activity logged task;activity logged task demo;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.7644854361812273;0.7829354219138622;0.0;{'activity logged task': 0.5570749044418335, 'activity logged task demo': 0.5266581773757935};0.5418665409088135;7cf02973-bdeb-4841-b3c4-a482fc519e92_Object_activity logged task_Object_activity logged task demo;0.5448227439607892;['Activity logged: Task', 'Activity logged: Task (Call)', 'Activity logged: Task (Sent Email)', 'Activity logged: Task (On-Site Demo / Meeting)', 'Activity logged: Task (Training)'];['Activity logged: Task (Demo Preparation)'];7cf02973-bdeb-4841-b3c4-a482fc519e92_Object_activity logged task_Object_activity logged task demo;9228
7cf02973-bdeb-4841-b3c4-a482fc519e92_Object_activity logged task_Object_activity logged task standard online;Multi-object;;Alternate Succession[activity logged task, activity logged activity logged task standard online] | | |;Binary;set();set();Alternate Response;activity logged task;activity logged task standard online;4;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;0.7644854361812273;0.7829354219138622;0.0;{'activity logged task': 0.5570749044418335, 'activity logged task standard online': 0.5508215427398682};0.5539482235908508;7cf02973-bdeb-4841-b3c4-a482fc519e92_Object_activity logged task_Object_activity logged task standard online;0.5556962583746229;['Activity logged: Task', 'Activity logged: Task (Call)', 'Activity logged: Task (Sent Email)', 'Activity logged: Task (On-Site Demo / Meeting)', 'Activity logged: Task (Training)'];['Activity logged: Task (Standard Online Demo)'];7cf02973-bdeb-4841-b3c4-a482fc519e92_Object_activity logged task_Object_activity logged task standard online;9228
